study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Garonzik2019	all	19	NA	species	19	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	healthy	19	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	age	19	NA	NA	31.3	31.0	7.92	NA	20.0	44.0	yr	NA
Garonzik2019	all	19	NA	sex	9	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	sex	10	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	ethnicity	9	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	ethnicity	9	NA	african american	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	ethnicity	1	NA	american indian	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	height	19	NA	NA	167.65	166.0	9.643	NA	154.3	185.9	cm	NA
Garonzik2019	all	19	NA	weight	19	NA	NA	72.35	71.4	11.274	NA	54.5	96.9	kg	NA
Garonzik2019	all	19	NA	bmi	19	NA	NA	25.64	25.7	2.548	NA	20.8	29.3	kg/m^2	NA
Garonzik2019	all	19	NA	pregnant	19	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	lactating	19	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Garonzik2019	all	19	NA	fasting	19	NA	Y	NA	NA	NA	NA	NA	NA	NA	"Day 1,8: 8h before and until 4h after study treatment administration.
Day 4-7, 9-10: 2h before and until 2h after study treatment administration."
