study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Garonzik2019	TX_API5_1	0	NA	h	oral	single dose	dosing	tablet	apixaban	10	mg	Day 1, apixaban 10 mg (2 x 5 mg)
Garonzik2019	TX_CLARI_1	S0T12R14	NA	h	oral	multiple dose	dosing	tablet	clarithromycin	500	mg	"On day 4-7 BID oral doses. Form: immediate release (IR)
On day 8 (Day 5 of concomitant treatment), an oral dose of apixaban 10 mg (2 × 5 mg) and oral doses of clarithromycin IR 500 mg 12 h apart.
One subject was discontinued from the study on day 7 because of an AE of generalized urticaria reported during BID clarithromycin treatment on day 6. 
On day 9-10 BID oral doses. Form: immediate release (IR)"
Garonzik2019	TX_API5_2	96	NA	h	oral	single dose	dosing	tablet	apixaban	10	mg	"On day 8 (Day 5 of concomitant treatment), an oral dose of apixaban 10 mg (2 × 5 mg) and oral doses of clarithromycin IR 500 mg 12 h apart.
One subject was discontinued from the study on day 7 because of an AE of generalized urticaria reported during BID clarithromycin treatment on day 6."
