study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Mendell2013b	ED60	0	NA	hr	oral	single dose	dosing	tablet	edoxaban	60	mg	NA
Mendell2013b	ED60x5	0	NA	hr	oral	multiple dose	dosing	tablet	edoxaban	60	mg	once daily for 5 days
Mendell2013b	ASA100	0	NA	hr	oral	multiple dose	dosing	tablet	acetylsalicylic acid	100	mg	once daily for 5 days
Mendell2013b	ASA325	0	NA	hr	oral	multiple dose	dosing	tablet	acetylsalicylic acid	325	mg	once daily for 5 days
Mendell2013b	NAP	0	NA	hr	oral	multiple dose	dosing	tablet	edoxaban	500	mg	naproxen, twice daily for 2 days
