study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Mendell2013b	NA	all	34.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_1	0.0	hr	NA	17.65	NA	NA	NA	ng/ml	0.0
Mendell2013b	NA	all	34.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_1	1.0	hr	NA	229.41	216.18	13.22999999999999	NA	ng/ml	1.0
Mendell2013b	NA	all	34.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_1	2.0	hr	NA	229.41	218.38	11.030000000000001	NA	ng/ml	2.0
Mendell2013b	NA	all	34.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_1	4.0	hr	NA	163.24	158.82	4.420000000000016	NA	ng/ml	4.0
Mendell2013b	NA	all	34.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_1	6.0	hr	NA	116.91	114.71	2.200000000000003	NA	ng/ml	6.0
Mendell2013b	NA	all	34.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_1	8.0	hr	NA	81.62	NA	NA	NA	ng/ml	8.0
Mendell2013b	NA	all	34.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_1	12.0	hr	NA	44.12	NA	NA	NA	ng/ml	12.0
Mendell2013b	NA	all	34.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_1	24.0	hr	NA	24.26	0.0	24.26	NA	ng/ml	24.0
Mendell2013b	NA	all	34.0	ED60x5, ASA100	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA100	0.0	hr	NA	17.65	NA	NA	NA	ng/ml	0.0
Mendell2013b	NA	all	34.0	ED60x5, ASA100	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA100	1.0	hr	NA	249.26	269.12	19.860000000000014	NA	ng/ml	1.0
Mendell2013b	NA	all	34.0	ED60x5, ASA100	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA100	2.0	hr	NA	240.44	255.88	15.439999999999998	NA	ng/ml	2.0
Mendell2013b	NA	all	34.0	ED60x5, ASA100	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA100	4.0	hr	NA	169.85	178.68	8.830000000000013	NA	ng/ml	4.0
Mendell2013b	NA	all	34.0	ED60x5, ASA100	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA100	6.0	hr	NA	116.91	125.74	8.829999999999998	NA	ng/ml	6.0
Mendell2013b	NA	all	34.0	ED60x5, ASA100	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA100	8.0	hr	NA	81.62	NA	NA	NA	ng/ml	8.0
Mendell2013b	NA	all	34.0	ED60x5, ASA100	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA100	12.0	hr	NA	46.32	NA	NA	NA	ng/ml	12.0
Mendell2013b	NA	all	34.0	ED60x5, ASA100	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA100	24.0	hr	NA	22.06	NA	NA	NA	ng/ml	24.0
Mendell2013b	NA	high_asp	50.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_2	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	0.0
Mendell2013b	NA	high_asp	50.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_2	1.0	hr	NA	240.88	265.19	24.310000000000002	NA	ng/ml	1.0
Mendell2013b	NA	high_asp	50.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_2	2.0	hr	NA	271.82	296.13	24.310000000000002	NA	ng/ml	2.0
Mendell2013b	NA	high_asp	50.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_2	4.0	hr	NA	187.85	201.1	13.25	NA	ng/ml	4.0
Mendell2013b	NA	high_asp	50.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_2	8.0	hr	NA	81.77	NA	NA	NA	ng/ml	8.0
Mendell2013b	NA	high_asp	50.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_2	12.0	hr	NA	41.99	NA	NA	NA	ng/ml	12.0
Mendell2013b	NA	high_asp	50.0	ED60x5	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5_2	24.0	hr	NA	8.84	NA	NA	NA	ng/ml	24.0
Mendell2013b	NA	high_asp	50.0	ED60x5, ASA325	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA325	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	0.0
Mendell2013b	NA	high_asp	50.0	ED60x5, ASA325	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA325	1.0	hr	NA	355.8	377.9	22.099999999999966	NA	ng/ml	1.0
Mendell2013b	NA	high_asp	50.0	ED60x5, ASA325	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA325	2.0	hr	NA	351.38	369.06	17.680000000000007	NA	ng/ml	2.0
Mendell2013b	NA	high_asp	50.0	ED60x5, ASA325	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA325	4.0	hr	NA	245.3	258.56	13.259999999999991	NA	ng/ml	4.0
Mendell2013b	NA	high_asp	50.0	ED60x5, ASA325	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA325	8.0	hr	NA	108.29	NA	NA	NA	ng/ml	8.0
Mendell2013b	NA	high_asp	50.0	ED60x5, ASA325	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA325	12.0	hr	NA	48.62	NA	NA	NA	ng/ml	12.0
Mendell2013b	NA	high_asp	50.0	ED60x5, ASA325	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60x5, ASA325	24.0	hr	NA	11.05	NA	NA	NA	ng/ml	24.0
Mendell2013b	NA	naproxen	31.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	0.0
Mendell2013b	NA	naproxen	31.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	1.0	hr	NA	254.14	358.01	103.87	NA	ng/ml	1.0
Mendell2013b	NA	naproxen	31.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	2.0	hr	NA	243.09	296.13	53.03999999999999	NA	ng/ml	2.0
Mendell2013b	NA	naproxen	31.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	4.0	hr	NA	161.33	196.69	35.359999999999985	NA	ng/ml	4.0
Mendell2013b	NA	naproxen	31.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	6.0	hr	NA	108.29	145.86	37.57000000000001	NA	ng/ml	6.0
Mendell2013b	NA	naproxen	31.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	8.0	hr	NA	70.72	95.03	24.310000000000002	NA	ng/ml	8.0
Mendell2013b	NA	naproxen	31.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	12.0	hr	NA	35.15	53.04	17.89	NA	ng/ml	12.0
Mendell2013b	NA	naproxen	31.0	ED60	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60	24.0	hr	NA	8.84	24.31	15.469999999999999	NA	ng/ml	24.0
Mendell2013b	NA	naproxen	31.0	ED60, NAP	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60, NAP	0.0	hr	NA	0.0	NA	NA	NA	ng/ml	0.0
Mendell2013b	NA	naproxen	31.0	ED60, NAP	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60, NAP	1.0	hr	NA	238.67	300.55	61.880000000000024	NA	ng/ml	1.0
Mendell2013b	NA	naproxen	31.0	ED60, NAP	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60, NAP	2.0	hr	NA	229.83	293.92	64.09	NA	ng/ml	2.0
Mendell2013b	NA	naproxen	31.0	ED60, NAP	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60, NAP	4.0	hr	NA	159.12	196.69	37.56999999999999	NA	ng/ml	4.0
Mendell2013b	NA	naproxen	31.0	ED60, NAP	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60, NAP	6.0	hr	NA	110.5	137.02	26.52000000000001	NA	ng/ml	6.0
Mendell2013b	NA	naproxen	31.0	ED60, NAP	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60, NAP	8.0	hr	NA	70.72	92.82	22.099999999999994	NA	ng/ml	8.0
Mendell2013b	NA	naproxen	31.0	ED60, NAP	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60, NAP	12.0	hr	NA	35.78	50.83	15.049999999999997	NA	ng/ml	12.0
Mendell2013b	NA	naproxen	31.0	ED60, NAP	concentration	edoxaban	plasma	LC MS/MS	edoxaban_ED60, NAP	24.0	hr	NA	8.84	19.89	11.05	NA	ng/ml	24.0
