study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	mean_sd	mean_se	comments	mean_unit
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	0.05	hr	0.0017524827401832403	1024.39972805111	0.00047689642858958	0.00010663728325531752		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	0.25	hr	0.0009599807703519216	561.127822840024	0.00026118968196586507	5.8403788389722744e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	0.5	hr	0.0007019787745601675	224.81777635469	0.00021271266715061372	4.756399834240588e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	1.0	hr	0.0005516483288042458	410.242899000202	0.0003411544981820479	7.62844648764888e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	2.0	hr	0.000465936591811382	253.405675816807	8.554474837753515e-05	1.9128387249028356e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	3.0	hr	0.00037496150109303587	203.912255020383	6.88083683746085e-05	1.5386018910647118e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	4.0	hr	0.0003243806226996562	185.132783811488	7.851988613927224e-05	1.7557580299295648e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	8.0	hr	0.0001462965865993308	87.6030754135864	4.435210853361045e-05	9.917432962660131e-06		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	12.0	hr	7.092330669351143e-05	44.5602175127755	2.6052139471397173e-05	5.825435481734973e-06		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	16.0	hr	3.7856407545927315e-05	22.6685926324168	1.1476764668255212e-05	2.5662825959986505e-06		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	24.0	hr	2.065799607924359e-05	12.9801403435802	7.590405103738455e-06	1.6972661788720524e-06		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	36.0	hr	7.120479353063112e-06	4.8090521404727	3.3453577317523616e-06	7.480447297252775e-07		mole/meter^3
Vakkalagadda2016		all	20.0	API5IV	concentration	apixaban	plasma	LC MS/MS	API5IV_all_apixaban	48.0	hr	4.932881612298673e-06	3.09926719235878	1.8119871414745202e-06	4.051726422692557e-07		mole/meter^3
