study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Frost2014a	API10	0	NA	hr	oral	single dose	dosing	tablet	apixaban	10	mg	NA
Frost2014a	NAPR500	0	NA	hr	oral	single dose	dosing	tablet	naproxen	500	mg	NA
