study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Frost2014a	all	21	NA	species	21	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Frost2014a	all	21	NA	healthy	21	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Frost2014a	all	21	NA	sex	21	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Frost2014a	all	21	NA	overnight fast	21	NA	NR	NA	NA	NA	NA	NA	NA	NA	NA
Frost2014a	all	21	NA	ethnicity	10	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Frost2014a	all	21	NA	ethnicity	10	NA	black	NA	NA	NA	NA	NA	NA	NA	NA
Frost2014a	all	21	NA	age	21	NA	NA	35.0	NA	7.0	NA	21.0	44.0	yr	NA
Frost2014a	all	21	NA	weight	21	NA	NA	83.3	NA	11.6	NA	57.5	106.9	kg	NA
Frost2014a	all	21	NA	height	21	NA	NA	178.0	NA	7.3	NA	161.7	189.0	cm	NA
Frost2014a	all	21	NA	bmi	21	NA	NA	26.2	NA	2.5	NA	22.0	30.0	kg/m^2	NA
