study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API2x2	6.0	API2x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	0.0		mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.09	2.34	sec	
Frost2013a		API2x2	6.0	API2x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	0.00010620239390642001	5.8977149075081626e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	35.3	9.400000000000006	sec	
Frost2013a		API2x2	6.0	API2x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	8.258977149075082e-05	3.540805223068552e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.35	4.689999999999998	sec	
Frost2013a		API2x2	6.0	API2x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	5.899891186071817e-05	2.3590859630032653e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.35	3.649999999999999	sec	
Frost2013a		API2x2	6.0	API2x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	4.720348204570186e-05	2.3590859630032643e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	29.57	3.9099999999999966	sec	
Frost2013a		API2x2	6.0	API2x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	5.899891186071817e-05	4.720348204570186e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	34.52	0.519999999999996	sec	
Frost2013a		API2x2	6.0	API2x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	5.899891186071817e-05	3.5386289445048966e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	31.13	3.129999999999999	sec	
Frost2013a		API2x2	6.0	API2x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	5.899891186071817e-05	3.5386289445048966e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.61	4.170000000000002	sec	
Frost2013a		API2x2	6.0	API2x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	4.720348204570186e-05	4.7181719260065286e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	31.39	1.8299999999999983	sec	
Frost2013a		API2x2	6.0	API2x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	3.64961915125136e-05	2.4330794341675735e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	29.83	4.43	sec	
Frost2013a		API2x2	6.0	API2x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	0.00013381936887921656	4.866158868335147e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.87	1.8300000000000016	sec	
Frost2013a		API2x2	6.0	API2x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	9.732317736670294e-05	2.433079434167574e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	29.83	2.6000000000000014	sec	
Frost2013a		API2x2	6.0	API2x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	6.082698585418934e-05	0.0	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.09	1.0399999999999991	sec	
Frost2013a		API2x2	6.0	API2x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	4.866158868335147e-05	2.433079434167574e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.35	3.649999999999999	sec	
Frost2013a		API2x2	6.0	API2x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	9.732317736670294e-05	3.6496191512513595e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	31.91	0.5199999999999996	sec	
Frost2013a		API2x2	6.0	API2x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	7.29923830250272e-05	2.433079434167574e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.61	2.869999999999997	sec	
Frost2013a		API2x2	6.0	API2x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	6.082698585418934e-05	2.4330794341675735e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	30.35	0.0	sec	
Frost2013a		API2x2	6.0	API2x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	3.64961915125136e-05		mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API2x2	29.83	0.0	sec	
