study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API25x2	6.0	API25x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0		mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	30.09	2.870000000000001	sec	
Frost2013a		API25x2	6.0	API25x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0008849401523394995	0.00016517954298150158	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	32.43	1.8299999999999983	sec	
Frost2013a		API25x2	6.0	API25x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0007079434167573449	0.00022417845484221983	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	32.96	2.869999999999997	sec	
Frost2013a		API25x2	6.0	API25x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0004365614798694233	0.00011799782372143635	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	32.17	3.9200000000000017	sec	
Frost2013a		API25x2	6.0	API25x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0003067682263329706	1.1817192600652837e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	31.65	3.9200000000000017	sec	
Frost2013a		API25x2	6.0	API25x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0010383242655059848	0.0003893579978237214	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	33.48	4.43	sec	
Frost2013a		API25x2	6.0	API25x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0007905331882480959	0.00015338411316648533	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	32.7	2.5999999999999943	sec	
Frost2013a		API25x2	6.0	API25x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0006489445048966268	0.0003067899891186073	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	32.96	3.649999999999999	sec	
Frost2013a		API25x2	6.0	API25x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0004955603917301415	0.00015338411316648528	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	32.43	3.660000000000004	sec	
Frost2013a		API25x2	6.0	API25x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0007177584330794343	4.86615886833515e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	35.83	2.6000000000000014	sec	
Frost2013a		API25x2	6.0	API25x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0013625462459194778	0.00041362350380848745	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	37.39	5.219999999999999	sec	
Frost2013a		API25x2	6.0	API25x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0011314036996735582	0.000194646354733406	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	35.04	4.960000000000001	sec	
Frost2013a		API25x2	6.0	API25x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0008880739934711643	0.00015817192600652886	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	34.26	3.1300000000000026	sec	
Frost2013a		API25x2	6.0	API25x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0006569314472252449	0.00021897714907508163	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	33.22	4.950000000000003	sec	
Frost2013a		API25x2	6.0	API25x2	157.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.001058411316648531	0.00020681175190424383	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	33.48	2.8700000000000045	sec	
Frost2013a		API25x2	6.0	API25x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0011192383025027204	0.00029196953210010903	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	41.83	9.910000000000004	sec	
Frost2013a		API25x2	6.0	API25x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.000815081610446137	0.00023116430903155613	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	33.22	4.170000000000002	sec	
Frost2013a		API25x2	6.0	API25x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API25x2	0.0006569314472252449	0.00019464635473340588	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API25x2	33.74	6.0	sec	
