study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API25	6.0	API25	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0	0.0	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	51.43	1.4299999999999995	sec	
Frost2013a		API25	6.0	API25	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0006145810663764961	3.2121871599564854e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	101.43	18.569999999999997	sec	
Frost2013a		API25	6.0	API25	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0004633949945593036	9.671381936887922e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	81.43	10.0	sec	
Frost2013a		API25	6.0	API25	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.00020948857453754083	3.223068552774753e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	64.29	4.279999999999987	sec	
Frost2013a		API25	6.0	API25	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0001050272034820457	2.4178454842219804e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	52.86	2.8500000000000014	sec	
Frost2013a		API25	6.0	API25	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.00019360174102285091	4.043525571273126e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	64.29	2.8499999999999943	sec	
Frost2013a		API25	6.0	API25	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0009211534276387378	0.00019342763873775843	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	134.29	15.710000000000008	sec	
Frost2013a		API25	6.0	API25	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0007217192600652884	0.00011284004352557133	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	112.86	15.709999999999994	sec	
Frost2013a		API25	6.0	API25	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0003389771490750816	7.24265505984766e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	74.29	8.569999999999993	sec	
Frost2013a		API25	6.0	API25	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25	0.0001779760609357998	3.2361262241566926e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25	64.29	7.140000000000001	sec	
