study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API10x2	6.0	API10x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0		mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	50.11	1.6799999999999995	sec	
Frost2013a		API10x2	6.0	API10x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.00047196953210010885	0.000141588683351469	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	82.11	21.89	sec	
Frost2013a		API10x2	6.0	API10x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0003657671381936888	8.258977149075085e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	77.05	11.790000000000006	sec	
Frost2013a		API10x2	6.0	API10x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.00016517954298150164	4.720348204570186e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	58.53	5.049999999999997	sec	
Frost2013a		API10x2	6.0	API10x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0003067682263329706	0.00011799782372143635	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	82.11	11.78	sec	
Frost2013a		API10x2	6.0	API10x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.00017699673558215452	5.8977149075081626e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	66.95	10.099999999999994	sec	
Frost2013a		API10x2	6.0	API10x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0002676387377584331	9.732317736670293e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	80.42	11.789999999999992	sec	
Frost2013a		API10x2	6.0	API10x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0007055930359085963	0.0002919912948857453	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	107.37	23.579999999999984	sec	
Frost2013a		API10x2	6.0	API10x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0005596082698585418	0.0002798041349292709	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	105.68	23.579999999999984	sec	
Frost2013a		API10x2	6.0	API10x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0002554733405875953	0.00013381936887921656	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	75.37	15.159999999999997	sec	
Frost2013a		API10x2	6.0	API10x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.0003406311207834603	0.0001338193688792165	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	82.11	10.099999999999994	sec	
Frost2013a		API10x2	6.0	API10x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API10x2	0.00021897714907508163	7.299238302502719e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API10x2	61.89	6.739999999999995	sec	
