study	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_unit	comments
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	116.880733944954	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.543589743589743	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	116.880733944954	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.912820512820513	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	116.880733944954	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.379487179487179	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	117.981651376146	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.553846153846154	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	119.082568807339	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.379487179487179	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	119.082568807339	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.194871794871795	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	120.91743119266	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.276923076923077	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	121.651376146789	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.41025641025641	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	122.752293577981	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.153846153846154	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	122.752293577981	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.441025641025641	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	123.853211009174	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.482051282051282	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	126.788990825688	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.666666666666667	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	131.559633027522	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.358974358974359	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	131.926605504587	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.584615384615385	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	132.660550458715	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.42051282051282	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	137.798165137614	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.697435897435897	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	139.633027522935	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	1.58974358974359	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	140.366972477064	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.738461538461538	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	142.201834862385	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.861538461538462	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	144.40366972477	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.553846153846154	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	152.110091743119	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.697435897435897	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	164.954128440367	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.564102564102564	l/hr	NA
Frost2015	young	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	178.899082568807	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.676923076923077	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	61.4678899082568	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.205128205128205	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	62.2018348623853	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.348717948717948	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	63.6697247706422	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.42051282051282	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	64.4036697247706	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.369230769230769	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	65.1376146788991	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.41025641025641	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	65.5045871559633	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.441025641025641	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	65.5045871559633	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.338461538461539	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	66.2385321100917	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.225641025641025	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	66.6055045871559	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.287179487179487	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	67.3394495412844	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.328205128205127	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	67.7064220183486	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.441025641025641	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	68.8073394495413	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.328205128205127	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	69.9082568807339	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.451282051282052	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	70.6422018348623	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.348717948717948	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	73.2110091743119	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.564102564102564	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	74.6788990825688	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.492307692307693	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	75.7798165137614	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.635897435897436	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	76.5137614678899	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.430769230769231	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	77.6146788990825	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.338461538461539	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	77.9816513761468	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.317948717948718	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	78.348623853211	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.717948717948718	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	79.4495412844036	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.4	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	79.4495412844036	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.287179487179487	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	79.8165137614678	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.338461538461539	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	80.1834862385321	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.307692307692307	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	80.5504587155963	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.348717948717948	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	84.9541284403669	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.266666666666666	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	85.3211009174312	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.307692307692307	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	85.6880733944954	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.441025641025641	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	86.788990825688	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.42051282051282	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	87.1559633027523	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.256410256410257	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	89.7247706422018	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.358974358974359	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	97.0642201834862	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.41025641025641	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	97.4311926605504	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.471794871794872	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	100.366972477064	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.482051282051282	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	105.504587155963	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.328205128205127	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	110.275229357798	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.482051282051282	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	115.412844036697	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.358974358974359	l/hr	NA
Frost2015	elderly	1.0	API_20	NR	NR	clearance	creatinine	urine	HPLC MS/MS	clearence_cr_vs_clearence_renal	144.40366972477	ml/min	clearance_renal	apixaban	plasma	HPLC MS/MS	clearence_renal_vs_clearence_cr	0.358974358974359	l/hr	NA
