study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	mean	mean_pm	mean_sd	mean_se	comments	mean_unit
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	0.0	hr	0.0					mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	0.0166242436887103	hr	5.136986611039674e-06	3.28002626295688	2.0012642332625726e-06	4.4749628665141024e-07		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	1.0	hr	0.0001539081935081591	105.706529648333	7.613866100399043e-05	1.7025122172073494e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	2.0	hr	0.0002616814290418738	176.472241937896	0.00012237132816790927	2.7363060828038084e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	3.0	hr	0.0003201663292771556	212.015503424313	0.00014123846598794343	3.1581881098683355e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	4.0	hr	0.00031462236681783026	220.098111121025	0.00016437243431606594	3.6754793675784336e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	8.0	hr	0.0001726770488899813	120.77755398214	9.016855281217368e-05	2.016230135208e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	12.0	hr	0.0001096660217122803	73.9563704877167	5.128364202594951e-05	1.1467370970378847e-05		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	16.0	hr	6.358092407972775e-05	41.3363524057079	2.6378493560550598e-05	5.898410474543178e-06		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	24.0	hr	4.775243467238803e-05	31.6200422020478	2.1061585353831186e-05	4.709513656508053e-06		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	36.0	hr	2.2369961971500327e-05	14.8092145778553	9.859014258870162e-06	2.204542607397345e-06		mole/meter^3
Vakkalagadda2016		all	20.0	API10PO	concentration	apixaban	plasma	LC MS/MS	API10PO_all_apixaban	48.0	hr	1.780309967860932e-05	12.0067138444583	8.326854281038846e-06	1.8619412211138019e-06		mole/meter^3
