study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Song2015	all	56.0	NA	species	56.0	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	all	56.0	NA	healthy	56.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	all	56.0	NA	pregnant	56.0	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	all	56.0	NA	fasting	56.0	NA	Y	NA	NA	NA	NA	NA	NA	NA	10 hour overnight fast in each treatment period
Song2015	all	56.0	NA	sex	38.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	all	56.0	NA	sex	18.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_1	14.0	all	age	14.0	NA	NA	36.0	NA	6.0	NA	28.0	44.0	yr	NA
Song2015	study_1	14.0	all	sex	12.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_1	14.0	all	sex	2.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_1	14.0	all	ethnicity	8.0	NA	african american	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_1	14.0	all	ethnicity	6.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_1	14.0	all	bmi	14.0	NA	NA	25.5	NA	3.5	NA	19.3	29.6	kg/m^2	NA
Song2015	study_1	14.0	all	weight	14.0	NA	NA	78.0	NA	13.0	NA	54.8	101.7	kg	NA
Song2015	study_2	21.0	all	age	21.0	NA	NA	33.0	NA	6.7	NA	21.0	45.0	yr	NA
Song2015	study_2	21.0	all	sex	13.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_2	21.0	all	sex	8.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_2	21.0	all	ethnicity	18.0	NA	african american	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_2	21.0	all	ethnicity	3.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_2	21.0	all	bmi	21.0	NA	NA	25.4	NA	2.2	NA	21.4	28.5	kg/m^2	NA
Song2015	study_2	21.0	all	weight	21.0	NA	NA	75.6	NA	9.3	NA	56.7	93.4	kg	NA
Song2015	study_3	21.0	all	age	21.0	NA	NA	36.7	NA	6.9	NA	22.0	45.0	yr	NA
Song2015	study_3	21.0	all	sex	13.0	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_3	21.0	all	sex	8.0	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_3	21.0	all	ethnicity	6.0	NA	african american	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_3	21.0	all	ethnicity	15.0	NA	caucasian	NA	NA	NA	NA	NA	NA	NA	NA
Song2015	study_3	21.0	all	bmi	21.0	NA	NA	26.1	NA	2.4	NA	21.3	29.3	kg/m^2	NA
Song2015	study_3	21.0	all	weight	21.0	NA	NA	75.2	NA	12.4	NA	56.5	98.4	kg	NA
