study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	mean_se	mean_sd	comments	mean_unit	value_unit
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	0.0	hr		14.6125389408099	17.2058823529411	2.5933434121312	7.33508285065372	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	0.5	hr		25.0778816199377	30.7466063348416	5.6687247149039	16.0335747463533	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	1.5	hr		27.02492211838	30.0339366515837	3.0090145332037	8.51077832446884	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	2.0	hr		23.1308411214953	26.5723981900452	3.4415570685499	9.73419336404852	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	2.5	hr		28.8502725856697	30.7466063348416	1.8963337491719	5.36364181372945	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	3.0	hr		29.093652647975	31.2556561085972	2.1620034606222	6.11506923181897	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	4.0	hr		26.4164719626168	31.6628959276018	5.246423964985	14.839127850482	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	6.0	hr		26.4164719626168	32.4773755656108	6.060903602994	17.1428241511801	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	12.0	hr		15.9511292834891	20.8710407239818	4.9199114404927	13.9156109696387	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	24.0	hr		21.0621105919003	24.3325791855203	3.27046859362	9.25028208082533	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	48.0	hr		18.75	21.5837104072398	2.8337104072398	8.01494337951262	period 2	seconds	seconds
Wang2016		esrd	8.0	DIALYSIS_PRE	aPTT		plasma	coagulation assay	aptt_esrd_P2	72.0	hr		21.0621105919003	24.7398190045248	3.6777084126245	10.4021302311744	period 2	seconds	seconds
