study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Tirona2018	API2.5	0	NA	hr	oral	single dose	dosing	tablet	apixaban	2.5	mg	100ml of water
Tirona2018	ROS5	0	NA	hr	oral	single dose	dosing	tablet	rosuvastatin	5.0	mg	NA
