study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Abdollahizad2025	all	24	NA	species	24	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Abdollahizad2025	all	24	NA	overnight fast	24	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Abdollahizad2025	all	24	NA	healthy	24	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Abdollahizad2025	all	24	NA	pregnant	24	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Abdollahizad2025	all	24	NA	smoking	24	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Abdollahizad2025	all	24	NA	sex	14	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Abdollahizad2025	all	24	NA	sex	10	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Abdollahizad2025	all	24	NA	age	24	NA	NA	31.8	NA	9.3	NA	18.0	48.0	yr	NA
Abdollahizad2025	all	24	NA	height	24	NA	NA	172.4	NA	8.8	NA	150.0	186.0	cm	NA
Abdollahizad2025	all	24	NA	weight	24	NA	NA	71.9	NA	14.3	NA	50.0	98.0	kg	NA
Abdollahizad2025	all	24	NA	bmi	24	NA	NA	24.0	NA	3.7	NA	19.4	30.2	kg/m^2	NA
