study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2021	NA	group1	6.0	IV0_5	0.05	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	45.8802601993415	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	74.4	NA	NA	NA	sec	data from Fig1 and 2
Frost2021	NA	group1	6.0	IV0_5	0.16666666666666666	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	37.1780559944828	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	67.9370026525198	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	0.5	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	28.0885867283189	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	61.7420424403183	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	1.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	23.5580993680019	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	61.7599469496021	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	2.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	18.4218404452033	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	60.2380636604774	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	3.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	14.9188236577334	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	58.7191644562334	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	4.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	13.4176395777949	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	56.4214190981432	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	6.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	8.19978405626089	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	59.5875331564986	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	8.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	5.56726011627938	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	57.3255968169761	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	12.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	2.47904116921473	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	56.6780503978779	NA	NA	NA	sec	NA
Frost2021	NA	group1	6.0	IV0_5	18.0	hr	concentration	apixaban	plasma	LC/MS	IV0_5_apixaban_plasma_vs_PT_mean	0.458848249321486	ng/ml	prothrombin time	plasma	coagulation assay	IV0_5_PT_vs_apixaban_mean	57.6478779840848	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	0.05	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	104.509817203596	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	102.6	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	0.16666666666666666	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	76.0722135668093	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	102.838859416445	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	0.5	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	59.4218761938655	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	85.7818302387268	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	1.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	49.8101681304323	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	78.8110079575597	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	2.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	57.3615251044867	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	78.0500663129973	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	3.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	32.6144426835035	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	74.9794429708222	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	4.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	30.3919538231319	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	74.2304376657824	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	6.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	19.2098911593411	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	69.6140583554376	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	8.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	13.9827911096784	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	71.2314323607426	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	12.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	7.15164799471138	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	69.7393899204244	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	18.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	2.48105284918194	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	60.5603448275862	NA	NA	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	24.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	1.22496196859139	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	60.7513262599469	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	0.05	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	243.766027563041	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	132.0	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	0.16666666666666666	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	159.611851004429	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	109.057692307692	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	0.5	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	108.263673387405	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	91.2218169761273	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	1.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	78.804628156699	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	81.1505305039787	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	2.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	78.804628156699	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	76.5281830238726	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	3.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	61.5562324043384	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	75.7881299734748	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	4.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	57.3615251044867	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	78.9244031830238	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	6.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	34.9994566899457	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	65.7974137931034	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	8.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	24.5926085891482	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	51.8945623342175	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	12.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	12.4133327394321	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	62.8879310344827	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	18.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	5.71087239508154	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	58.426724137931	NA	NA	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	24.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	3.35854306471585	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	55.5142572944297	NA	NA	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	0.05	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	413.864559054213	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	137.9	NA	NA	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	0.16666666666666666	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	252.52178500722	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	108.281830238726	NA	NA	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	0.5	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	177.43616633625	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	89.6730769230769	NA	NA	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	1.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	138.599751656852	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	88.1332891246684	NA	NA	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	2.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	171.283873241138	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	95.9277188328912	NA	NA	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	3.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	104.509817203596	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	86.6472148541113	NA	NA	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	4.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	94.0113039885523	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	78.9244031830238	NA	NA	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	6.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	63.7672519032327	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	68.9038461538461	NA	NA	NA	sec	NA
