study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_tissue	y_method	y_label	y	y_mean_pm	y_sd	y_se	y_unit	comments
Frost2021	NA	group2	6.0	IV1_25	4.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	30.3919538231319	9.0368387636899	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	74.2304376657824	NA	2.330570291777292	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	6.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	19.2098911593411	6.179947773590902	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	69.6140583554376	NA	1.5517241379309894	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	8.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	13.9827911096784	4.827211911314201	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	71.2314323607426	NA	1.5457559681698	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	12.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	7.15164799471138	2.93933074245877	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	69.7393899204244	NA	1.5547082228115983	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	18.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	2.48105284918194	1.0703833142107	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	60.5603448275862	NA	1.5517241379310036	NA	sec	NA
Frost2021	NA	group2	6.0	IV1_25	24.0	hr	concentration	apixaban	plasma	LC/MS	IV1_25_apixaban_plasma_vs_PT_mean	1.22496196859139	1.077533153356863	ng/ml	prothrombin time	plasma	coagulation assay	IV1_25_PT_vs_apixaban_mean	60.7513262599469	NA	1.5517241379309965	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	0.05	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	243.766027563041	103.154409658795	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	132.0	NA	12.2	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	0.16666666666666666	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	159.611851004429	30.799785925265	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	109.057692307692	NA	2.327586206896001	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	0.5	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	108.263673387405	45.813911919626	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	91.2218169761273	NA	3.1034482758621067	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	1.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	78.804628156699	22.081491353076	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	81.1505305039787	NA	3.1034482758621067	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	2.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	78.804628156699	15.2066758318533	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	76.5281830238726	NA	3.882294429708196	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	3.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	61.5562324043384	20.0789551068232	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	75.7881299734748	NA	3.1004641909813984	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	4.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	57.3615251044867	13.5267995675551	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	78.9244031830238	NA	3.1034482758621067	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	6.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	34.9994566899457	18.4532065708545	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	65.7974137931034	NA	3.1034482758620925	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	8.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	24.5926085891482	8.0218340943553	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	51.8945623342175	NA	2.3275862068965054	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	12.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	12.4133327394321	5.1984588937506	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	62.8879310344827	NA	3.1034482758620996	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	18.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	5.71087239508154	2.6837124373082	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	58.426724137931	NA	2.3246021220159037	NA	sec	NA
Frost2021	NA	group3	6.0	IV2_5	24.0	hr	concentration	apixaban	plasma	LC/MS	IV2_5_apixaban_plasma_vs_PT_mean	3.35854306471585	1.93434188501431	ng/ml	prothrombin time	plasma	coagulation assay	IV2_5_PT_vs_apixaban_mean	55.5142572944297	NA	2.3275862068965054	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	0.05	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	413.864559054213	175.134963205216	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	137.9	NA	29.0	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	0.16666666666666666	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	252.52178500722	38.282989475594	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	108.281830238726	NA	1.5517241379310036	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	0.5	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	177.43616633625	57.877694573479	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	89.6730769230769	NA	2.3246021220158894	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	1.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	138.599751656852	51.811885272842	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	88.1332891246684	NA	2.327586206896612	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	2.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	171.283873241138	47.994685773721	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	95.9277188328912	NA	3.1034482758620925	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	3.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	104.509817203596	24.645149297892	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	86.6472148541113	NA	3.106432360742801	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	4.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	94.0113039885523	14.2523693988527	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	78.9244031830238	NA	2.321618037135295	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	6.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	63.7672519032327	9.66728883778971	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	68.9038461538461	NA	3.1004641909813984	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	8.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	41.753189365604	9.8460949709044	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	66.6359416445623	NA	3.1034482758621067	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	12.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	21.7298295686328	4.7173518674012	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	59.0056366047745	NA	3.1064323607427013	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	18.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	10.0009949230425	2.7807809734564	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	54.5444297082228	NA	3.103448275862	NA	sec	NA
Frost2021	NA	group4	6.0	IV3_75	24.0	hr	concentration	apixaban	plasma	LC/MS	IV3_75_apixaban_plasma_vs_PT_mean	6.52918270782328	1.52827466887302	ng/ml	prothrombin time	plasma	coagulation assay	IV3_75_PT_vs_apixaban_mean	48.53149867374	NA	2.327586206896598	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	0.05	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	413.864559054213	134.997994142491	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	175.2	NA	37.2	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	0.16666666666666666	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	290.804774482814	32.475007136135	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	133.109416445623	NA	23.27586206896501	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	0.5	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	219.278559014859	24.487468548182	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	125.35974801061	NA	20.175397877983997	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	1.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	159.611851004429	37.639123318472	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	116.843169761273	NA	20.172413793103004	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	2.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	143.57807377771	10.499511529321	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	100.582891246684	NA	9.310344827586007	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	3.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	133.794044270869	20.283541036162	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	107.598474801061	NA	16.290119363394993	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	4.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	116.180729641395	22.419022015457	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	102.194297082228	NA	5.437002652519993	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	6.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	73.4345407410224	14.1704273217209	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	91.4038461538461	NA	15.517241379309894	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	8.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	53.4526632608002	10.3145886424325	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	82.1531830238726	NA	6.982758620689694	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	12.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	26.8160937420765	6.2702133667306	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	67.5431034482758	NA	10.086206896551701	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	18.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	12.3370002810824	2.3608412012766	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	63.8517904509283	NA	7.764588859416499	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	24.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_PT_mean	7.51093510005186	1.42219212432987	ng/ml	prothrombin time	plasma	coagulation assay	IV5_PT_vs_apixaban_mean	60.9482758620689	NA	6.200928381962896	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	0.05	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	0.0	NA	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	52.4137931034482	NA	2.3246021220159037	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	0.5	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	16.4204333888716	14.6471657094666	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	49.32824933687	NA	1.5517241379309965	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	1.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	54.7597603042194	40.5087336011895	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	62.5358090185676	NA	2.3275862068965054	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	2.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	78.0382806346953	49.0956193875278	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	78.0828912466843	NA	1.5517241379310036	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	3.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	93.160276581255	48.8857581463101	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	83.5437665782493	NA	1.5517241379310036	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	4.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	93.160276581255	40.3063906504627	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	89.2	NA	17.0	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	6.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	63.0957344480193	33.4238369254877	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	75.8806366047745	NA	1.5517241379310036	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	8.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	51.0143441546432	27.0239364800521	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	75.9433023872679	NA	3.103448275861993	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	12.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	27.3389360552262	12.8539013451048	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	69.8706896551724	NA	1.5517241379310036	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	18.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	13.4979619400071	5.82333151073281	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	63.854774535809	NA	2.3246021220159037	NA	sec	NA
Frost2021	NA	group_po	3.0	PO5	24.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_PT_mean	10.1780091097407	4.39102743278647	ng/ml	prothrombin time	plasma	coagulation assay	PO5_PT_vs_apixaban_mean	53.1896551724138	NA	2.3246021220158966	NA	sec	NA
Frost2021	NA	group5	6.0	IV5	0.05	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	413.864559054213	134.997994142491	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	449.350649350649	NA	96.10389610389603	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	0.16666666666666666	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	290.804774482814	32.475007136135	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	290.909090909091	NA	59.74025974026	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	0.5	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	219.278559014859	24.487468548182	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	207.792207792207	NA	46.753246753247	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	1.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	159.611851004429	37.639123318472	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	176.623376623376	NA	23.376623376623996	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	2.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	143.57807377771	10.499511529321	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	148.051948051948	NA	23.376623376623	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	3.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	133.794044270869	20.283541036162	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	132.467532467532	NA	20.779220779220992	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	4.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	116.180729641395	22.419022015457	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	119.480519480519	NA	15.584415584416007	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	6.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	73.4345407410224	14.1704273217209	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	70.1298701298701	NA	12.987012987013003	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	8.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	53.4526632608002	10.3145886424325	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	49.3506493506494	NA	7.792207792207805	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	12.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	26.8160937420765	6.2702133667306	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	23.3766233766233	NA	7.7922077922077	NA	ng/ml	NA
Frost2021	NA	group5	6.0	IV5	18.0	hr	concentration	apixaban	plasma	LC/MS	IV5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	12.3370002810824	2.3608412012766	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	IV5_Anti-factor Xa activity_vs_apixaban_mean_ng	18.1818181818182	NA	7.7922077922077975	NA	ng/ml	NA
Frost2021	NA	group_po	3.0	PO5	0.5	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	16.4204333888716	14.6471657094666	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	PO5_Anti-factor Xa activity_vs_apixaban_mean_ng	25.974025974026	NA	36.3636363636364	NA	ng/ml	NA
Frost2021	NA	group_po	3.0	PO5	1.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	54.7597603042194	40.5087336011895	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	PO5_Anti-factor Xa activity_vs_apixaban_mean_ng	46.7532467532468	NA	41.5584415584415	NA	ng/ml	NA
Frost2021	NA	group_po	3.0	PO5	2.0	hr	concentration	apixaban	plasma	LC/MS	PO5_apixaban_plasma_vs_Anti-factor Xa activity_ng_mean	78.0382806346953	49.0956193875278	ng/ml	Anti-factor Xa activity	plasma	coagulation assay	PO5_Anti-factor Xa activity_vs_apixaban_mean_ng	67.5324675324675	NA	31.16883116883119	NA	ng/ml	NA
