study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API25x2	6.0	API25x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0		mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	53.47	0.0	sec	
Frost2013a		API25x2	6.0	API25x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0008849401523394995	0.00016517954298150158	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	115.79	23.58	sec	
Frost2013a		API25x2	6.0	API25x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0007079434167573449	0.00022417845484221983	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	102.32	21.89	sec	
Frost2013a		API25x2	6.0	API25x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0003067682263329706	1.1817192600652837e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	73.68	10.11	sec	
Frost2013a		API25x2	6.0	API25x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0007905331882480959	0.00015338411316648533	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	100.63	20.210000000000008	sec	
Frost2013a		API25x2	6.0	API25x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0004955603917301415	0.00015338411316648528	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	85.47	10.11	sec	
Frost2013a		API25x2	6.0	API25x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0007177584330794343	4.86615886833515e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	107.37	10.099999999999994	sec	
Frost2013a		API25x2	6.0	API25x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0013625462459194778	0.00041362350380848745	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	168.0	30.319999999999997	sec	
Frost2013a		API25x2	6.0	API25x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0011314036996735582	0.000194646354733406	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	136.0	20.210000000000008	sec	
Frost2013a		API25x2	6.0	API25x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0006569314472252449	0.00021897714907508163	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	98.95	18.52	sec	
Frost2013a		API25x2	6.0	API25x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0011192383025027204	0.00029196953210010903	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	132.63	21.90000000000001	sec	
Frost2013a		API25x2	6.0	API25x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API25x2	0.0006569314472252449	0.00019464635473340588	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API25x2	100.63	15.16000000000001	sec	
