study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API10	6.0	API10	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.0		mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	31.02	2.16	sec	
Frost2013a		API10	6.0	API10	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.00038737758433079436	7.41240478781284e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	34.68	2.3800000000000026	sec	
Frost2013a		API10	6.0	API10	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.00017207834602829162	4.544069640914039e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	34.02	2.3799999999999955	sec	
Frost2013a		API10	6.0	API10	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.00010748639825897715	3.347116430903155e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	34.01	3.030000000000001	sec	
Frost2013a		API10	6.0	API10	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	3.799782372143635e-05	2.393906420021766e-06	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	32.7	1.7299999999999969	sec	
Frost2013a		API10	6.0	API10	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	6.165397170837867e-05	1.912948857453754e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	30.28	2.8100000000000023	sec	
Frost2013a		API10	6.0	API10	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.0002255930359085963	0.0	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	32.83	2.1700000000000017	sec	
Frost2013a		API10	6.0	API10	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.0004312295973884657	5.7388465723612636e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	34.55	2.6000000000000014	sec	
Frost2013a		API10	6.0	API10	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.00021114254624591947	3.588683351468987e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	34.11	3.030000000000001	sec	
Frost2013a		API10	6.0	API10	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	0.00014176278563656148	5.9934711643090315e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	31.94	2.8099999999999987	sec	
Frost2013a		API10	6.0	API10	168.15	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10	6.269858541893363e-05	3.852013057671382e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10	30.8	2.379999999999999	sec	
