study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API2x2	6.0	API2x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	0.0		mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.12	0.0399999999999998	dimensionless	
Frost2013a		API2x2	6.0	API2x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	0.00010620239390642001	5.8977149075081626e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.52	0.6400000000000001	dimensionless	
Frost2013a		API2x2	6.0	API2x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	8.258977149075082e-05	3.540805223068552e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.18	0.0	dimensionless	
Frost2013a		API2x2	6.0	API2x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	5.899891186071817e-05	2.3590859630032653e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.16	0.02	dimensionless	
Frost2013a		API2x2	6.0	API2x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	4.720348204570186e-05	2.3590859630032643e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.21	0.01	dimensionless	
Frost2013a		API2x2	6.0	API2x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	5.899891186071817e-05	4.720348204570186e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.28	0.03	dimensionless	
Frost2013a		API2x2	6.0	API2x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	5.899891186071817e-05	3.5386289445048966e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.12	0.0099999999999997	dimensionless	
Frost2013a		API2x2	6.0	API2x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	5.899891186071817e-05	3.5386289445048966e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.16	0.0	dimensionless	
Frost2013a		API2x2	6.0	API2x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	4.720348204570186e-05	4.7181719260065286e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.1	0.02	dimensionless	
Frost2013a		API2x2	6.0	API2x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	3.64961915125136e-05	2.4330794341675735e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.12	0.0	dimensionless	
Frost2013a		API2x2	6.0	API2x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	0.00013381936887921656	4.866158868335147e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.22	0.09	dimensionless	
Frost2013a		API2x2	6.0	API2x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	9.732317736670294e-05	2.433079434167574e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.21	0.0	dimensionless	
Frost2013a		API2x2	6.0	API2x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	6.082698585418934e-05	0.0	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.19	0.09	dimensionless	
Frost2013a		API2x2	6.0	API2x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	4.866158868335147e-05	2.433079434167574e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.18	0.09	dimensionless	
Frost2013a		API2x2	6.0	API2x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	9.732317736670294e-05	3.6496191512513595e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.16	0.02	dimensionless	
Frost2013a		API2x2	6.0	API2x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	7.29923830250272e-05	2.433079434167574e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.16	0.06	dimensionless	
Frost2013a		API2x2	6.0	API2x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	6.082698585418934e-05	2.4330794341675735e-05	mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.16	0.09	dimensionless	
Frost2013a		API2x2	6.0	API2x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	3.64961915125136e-05		mole/meter^3	inr		plasma	coagulation assay	inr_mean_API2x2	1.13	0.03	dimensionless	
