study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API2x2	6.0	API2x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	0.0		mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	46.74	6.729999999999997	sec	
Frost2013a		API2x2	6.0	API2x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	0.00010620239390642001	5.8977149075081626e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	61.89	5.060000000000002	sec	
Frost2013a		API2x2	6.0	API2x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	8.258977149075082e-05	3.540805223068552e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	55.16	5.050000000000004	sec	
Frost2013a		API2x2	6.0	API2x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	4.720348204570186e-05	2.3590859630032643e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	50.11	5.049999999999997	sec	
Frost2013a		API2x2	6.0	API2x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	5.899891186071817e-05	3.5386289445048966e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	43.37	0.0	sec	
Frost2013a		API2x2	6.0	API2x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	4.720348204570186e-05	4.7181719260065286e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	55.16	3.3700000000000045	sec	
Frost2013a		API2x2	6.0	API2x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	3.64961915125136e-05	2.4330794341675735e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	40.0	5.049999999999997	sec	
Frost2013a		API2x2	6.0	API2x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	0.00013381936887921656	4.866158868335147e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	55.16	5.050000000000004	sec	
Frost2013a		API2x2	6.0	API2x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	9.732317736670294e-05	2.433079434167574e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	55.16	6.730000000000004	sec	
Frost2013a		API2x2	6.0	API2x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	0.0003389771490750816	7.24265505984766e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	48.42	3.369999999999997	sec	
Frost2013a		API2x2	6.0	API2x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	7.29923830250272e-05	2.433079434167574e-05	mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	58.53	0.0	sec	
Frost2013a		API2x2	6.0	API2x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_mPT_mean_API2x2	3.64961915125136e-05		mole/meter^3	mPT		plasma	coagulation assay	mPT_mean_API140	56.84	1.6899999999999975	sec	
