study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a		API10x2	6.0	API10x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0		mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	28.78	1.0499999999999972	sec	
Frost2013a		API10x2	6.0	API10x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.00047196953210010885	0.000141588683351469	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	31.65	2.0900000000000034	sec	
Frost2013a		API10x2	6.0	API10x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0003657671381936888	8.258977149075085e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	32.7	3.649999999999999	sec	
Frost2013a		API10x2	6.0	API10x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.00022417845484221983	4.720348204570186e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	30.87	1.8300000000000016	sec	
Frost2013a		API10x2	6.0	API10x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.00016517954298150164	4.720348204570186e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	30.09	1.0399999999999991	sec	
Frost2013a		API10x2	6.0	API10x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0004365614798694233	0.00011799782372143635	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	33.74	5.479999999999997	sec	
Frost2013a		API10x2	6.0	API10x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0003067682263329706	0.00011799782372143635	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	32.96	4.170000000000002	sec	
Frost2013a		API10x2	6.0	API10x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.00022417845484221983	8.258977149075082e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	30.35	1.0399999999999991	sec	
Frost2013a		API10x2	6.0	API10x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.00017699673558215452	5.8977149075081626e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	29.83	0.7800000000000011	sec	
Frost2013a		API10x2	6.0	API10x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0002676387377584331	9.732317736670293e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	31.39	3.649999999999999	sec	
Frost2013a		API10x2	6.0	API10x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0007055930359085963	0.0002919912948857453	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	33.48	3.6500000000000057	sec	
Frost2013a		API10x2	6.0	API10x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0005596082698585418	0.0002798041349292709	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	32.96	2.3399999999999963	sec	
Frost2013a		API10x2	6.0	API10x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0003406311207834603	0.00015815016322089226	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	32.17	3.1299999999999955	sec	
Frost2013a		API10x2	6.0	API10x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0002554733405875953	0.00013381936887921656	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	31.39	1.5700000000000005	sec	
Frost2013a		API10x2	6.0	API10x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0005109466811751906	0.00015815016322089226	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	39.48	6.520000000000003	sec	
Frost2013a		API10x2	6.0	API10x2	160.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.00046228509249183895	0.00013381936887921664	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	38.96	11.21	sec	
Frost2013a		API10x2	6.0	API10x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.0003406311207834603	0.0001338193688792165	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	38.96	11.21	sec	
Frost2013a		API10x2	6.0	API10x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.00024330794341675735	6.0826985854189343e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	31.91	0.5199999999999996	sec	
Frost2013a		API10x2	6.0	API10x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API10x2	0.00021897714907508163	7.299238302502719e-05	mole/meter^3	aPTT		plasma	coagulation assay	aPTT_mean_API10x2	32.96	6.259999999999998	sec	
