study	individual	group	count	intervention	measurement_type	substance	tissue	method	label	time	time_unit	value	mean	mean_pm	sd	se	unit	comments
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	0.0	hr	NA	0.0	0.0	NA	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	1.0	hr	NA	37.95	43.37	5.42	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	2.0	hr	NA	48.8	65.06	16.26	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	3.0	hr	NA	48.8	75.9	27.1	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	4.0	hr	NA	48.8	75.9	27.1	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	6.0	hr	NA	37.95	54.22	16.27	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	9.0	hr	NA	27.11	37.95	10.84	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	12.0	hr	NA	21.69	32.53	10.84	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	13.0	hr	NA	32.53	48.8	16.27	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	14.0	hr	NA	37.95	59.64	21.69	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	15.0	hr	NA	27.11	48.8	21.69	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	16.0	hr	NA	27.11	48.8	21.69	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	18.0	hr	NA	27.11	43.37	16.26	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	21.0	hr	NA	27.11	43.37	16.26	NA	ng/ml	NA
Frost2013a	NA	API2x2	6.0	API2x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API2x2	24.0	hr	NA	21.69	43.37	21.68	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	0.0	hr	NA	0.0	0.0	NA	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	1.0	hr	NA	48.8	65.06	16.26	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	2.0	hr	NA	81.33	92.17	10.84	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	3.0	hr	NA	86.75	97.59	10.84	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	4.0	hr	NA	75.9	97.59	21.69	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	6.0	hr	NA	65.06	75.9	10.84	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	9.0	hr	NA	43.37	43.37	0.0	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	12.0	hr	NA	32.53	32.53	0.0	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	13.0	hr	NA	54.22	86.75	32.53	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	14.0	hr	NA	75.9	92.17	16.27	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	15.0	hr	NA	70.48	92.17	21.69	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	16.0	hr	NA	70.48	86.75	16.27	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	18.0	hr	NA	59.64	70.48	10.84	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	21.0	hr	NA	48.8	59.64	10.84	NA	ng/ml	NA
Frost2013a	NA	API5x2	6.0	API5x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API5x2	24.0	hr	NA	37.95	43.37	5.42	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	0.0	hr	NA	0.0	0.0	NA	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	1.0	hr	NA	108.43	189.76	81.33	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	2.0	hr	NA	206.02	292.77	86.75	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	3.0	hr	NA	216.87	281.93	65.06	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	4.0	hr	NA	233.13	325.3	92.17	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	6.0	hr	NA	168.07	206.02	37.95	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	9.0	hr	NA	103.01	124.7	21.69	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	12.0	hr	NA	75.9	97.59	21.69	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	13.0	hr	NA	151.81	238.55	86.74	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	14.0	hr	NA	195.18	265.66	70.48	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	15.0	hr	NA	200.6	254.82	54.22	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	16.0	hr	NA	178.92	227.71	48.79	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	18.0	hr	NA	140.96	195.18	54.22	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	21.0	hr	NA	103.01	140.96	37.95	NA	ng/ml	NA
Frost2013a	NA	API10x2	6.0	API10x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API10x2	24.0	hr	NA	81.33	108.43	27.1	NA	ng/ml	NA
Frost2013a	NA	API25x2	6.0	API25x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API25x2	0.0	hr	NA	0.0	0.0	NA	NA	ng/ml	NA
Frost2013a	NA	API25x2	6.0	API25x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API25x2	1.0	hr	NA	243.98	298.19	54.21	NA	ng/ml	NA
Frost2013a	NA	API25x2	6.0	API25x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API25x2	2.0	hr	NA	401.2	498.8	97.6	NA	ng/ml	NA
Frost2013a	NA	API25x2	6.0	API25x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API25x2	3.0	hr	NA	406.63	482.53	75.9	NA	ng/ml	NA
Frost2013a	NA	API25x2	6.0	API25x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API25x2	4.0	hr	NA	417.47	553.01	135.54	NA	ng/ml	NA
Frost2013a	NA	API25x2	6.0	API25x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API25x2	6.0	hr	NA	325.3	428.31	103.01	NA	ng/ml	NA
Frost2013a	NA	API25x2	6.0	API25x2	concentration	apixaban	plasma	LC MS/MS	apixaban_API25x2	9.0	hr	NA	200.6	254.82	54.22	NA	ng/ml	NA
