study	individual	group	count	intervention	time	time_unit	x_measurement_type	x_substance	x_tissue	x_method	x_label	x	x_sd	x_unit	y_measurement_type	y_substance	y_tissue	y_method	y_label	y	y_sd	y_unit	comments
Frost2013a	NA	API2x2	6.0	API2x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API2x2	16.77	NA	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API2x2	1.13	0.03	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	0.0	NA	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.12	0.00999999999999979	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	86.75	10.84	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.19	0.0600000000000001	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	65.06	10.84	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.22	0.0900000000000001	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	43.37	0.0	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.18	0.01	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	32.53	0.0	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.12	0.0699999999999998	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	70.48	21.69	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.21	0.16	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	59.64	10.84	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.18	0.12	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	48.8	10.84	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.13	0.0900000000000001	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	37.95	5.42	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.1	0.0899999999999999	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	61.49	5.59	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.1	0.11	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	111.8	16.77	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.18	0.1	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	100.62	16.77	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.21	0.0900000000000001	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	61.49	11.18	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.18	0.0700000000000001	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	50.31	11.18	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.18	0.0900000000000001	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	95.03	16.77	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.24	0.0900000000000001	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	67.08	16.77	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.19	0.12	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	61.49	27.95	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.13	0.14	dimensionless	NA
Frost2013a	NA	API5x2	6.0	API5x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API5x2	39.13	5.59	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API5x2	1.09	0.13	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	0.0	NA	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.06	0.12	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	216.87	65.06	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.28	0.23	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	168.07	37.95	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.36	0.01	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	103.01	21.69	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.25	0.01	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	75.9	21.69	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.18	0.04	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	200.6	54.22	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.39	0.12	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	140.96	54.22	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.33	0.03	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	103.01	37.95	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.24	0.1	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	81.33	27.1	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.22	0.0900000000000001	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	122.98	44.72	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.24	0.16	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	324.22	134.17	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.43	0.37	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	257.14	128.57	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.43	0.33	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	156.52	72.67	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.33	0.19	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	117.39	61.49	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.27	0.13	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	159.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	234.78	72.67	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.83	0.19	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	160.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	212.42	61.49	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.69	0.19	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	156.52	61.49	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.69	0.19	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	111.8	27.95	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.3	0.15	dimensionless	NA
Frost2013a	NA	API10x2	6.0	API10x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10x2	100.62	33.54	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10x2	1.27	0.15	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	0.0	NA	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.18	0.01	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	406.63	75.9	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.51	0.0900000000000001	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	325.3	103.01	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.37	0.12	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	200.6	54.22	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.24	0.01	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	140.96	5.42999999999998	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.22	0.05	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	477.11	178.91	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.51	0.15	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	363.25	70.48	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.36	0.0899999999999999	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	298.19	140.97	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.34	0.0899999999999999	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	227.71	70.48	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.31	0.05	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	329.81	22.36	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.4	0.0900000000000001	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	626.09	190.06	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.8	0.3	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	519.88	89.4400000000001	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.76	0.31	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	408.07	72.68	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.52	0.21	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	301.86	100.62	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.4	0.12	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	157.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	486.34	95.03	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.64	0.19	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	162.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	514.29	134.16	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.88	0.46	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	165.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	374.53	106.22	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.45	0.15	dimensionless	NA
Frost2013a	NA	API25x2	6.0	API25x2	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25x2	301.86	89.44	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25x2	1.42	0.16	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	0.0	NA	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.12	0.26	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	178.0	34.06	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.19	0.23	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	79.07	20.88	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.22	0.17	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	49.39	15.38	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.18	0.23	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	17.46	1.1	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.12	0.22	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	28.33	8.79	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.1	0.14	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	103.66	0.0	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.1	0.28	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	198.15	26.37	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.18	0.24	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	97.02	16.49	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.21	0.16	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	65.14	27.54	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.18	0.13	dimensionless	NA
Frost2013a	NA	API10	6.0	API10	168.15	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API10	28.81	17.7	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API10	1.09	NA	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	0.0	0.0	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.15	0.01	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	282.4	14.76	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.47	0.05	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	212.93	44.44	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.43	0.05	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	136.11	7.39999999999998	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.29	0.05	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	96.26	14.81	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.25	0.05	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	48.26	11.11	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.23	0.02	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	88.96	18.58	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.2	0.01	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	423.27	88.88	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.62	0.15	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	331.63	51.85	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.61	0.11	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	153.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	225.18	40.74	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.4	0.0700000000000001	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	156.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	155.76	33.28	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.32	0.05	dimensionless	NA
Frost2013a	NA	API25	6.0	API25	168.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_inr_mean_API25	81.78	14.87	ng/ml	inr	NA	plasma	coagulation assay	inr_mean_API25	1.24	0.0600000000000001	dimensionless	NA
Frost2013a	NA	API2x2	6.0	API2x2	0.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	0.0	NA	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.09	2.34	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	3.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	48.8	27.1	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	35.3	9.40000000000001	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	6.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	37.95	16.27	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.35	4.69	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	9.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	27.11	10.84	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.35	3.65	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	12.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	21.69	10.84	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	29.57	3.91	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	15.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	27.11	21.69	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	34.52	0.519999999999996	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	18.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	27.11	16.26	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	31.13	3.13	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	21.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	27.11	16.26	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.61	4.17	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	24.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	21.69	21.68	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	31.39	1.83	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	144.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	16.77	11.18	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	29.83	4.43	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	147.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	61.49	22.36	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	30.87	1.83	sec	NA
Frost2013a	NA	API2x2	6.0	API2x2	150.0	hr	concentration	apixaban	plasma	LC MS/MS	apixaban_aPTT_mean_API2x2	44.72	11.18	ng/ml	aPTT	NA	plasma	coagulation assay	aPTT_mean_API2x2	29.83	2.6	sec	NA
