study	name	group_count	parent	measurement_type	count	substance	choice	mean	median	sd	se	min	max	unit	comments
Leong2024	all	26	NA	species	26	NA	homo sapiens	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	healthy	26	NA	Y	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	pregnant	26	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	sex	14	NA	M	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	sex	12	NA	F	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	ethnicity	26	NA	asian	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	age	26	NA	NA	34.8	36.0	11.1	NA	20.0	54.0	yr	NA
Leong2024	all	26	NA	weight	26	NA	NA	60.7	59.5	10.0	NA	47.0	90.0	kg	NA
Leong2024	all	26	NA	bmi	26	NA	NA	23.5	22.9	3.6	NA	18.8	29.9	kg/m^2	NA
Leong2024	all	26	NA	height	26	NA	NA	161.0	162.0	7.5	NA	145.0	174.0	cm	NA
Leong2024	all	26	NA	clearance	26	creatinine	NA	NA	NA	NA	NA	50.0	NA	mL/min	exceeding 50 mL/min
Leong2024	all	26	NA	smoking	26	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	alcohol	26	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	lactating	26	NA	N	NA	NA	NA	NA	NA	NA	NA	NA
Leong2024	all	26	NA	overnight fast	26	NA	Y	NA	NA	NA	NA	NA	NA	NA	fast overnight for 8 hours. 
