study	name	time	time_end	time_unit	route	application	measurement_type	form	substance	value	unit	comments
Leong2024	TEST	0	NA	hr	oral	single dose	dosing	tablet	apixaban	5	mg	After a washout period of 7 days, each participant received the opposite formulation. film-coated tablet
Leong2024	REF	0	NA	hr	oral	single dose	dosing	tablet	apixaban	5	mg	After a washout period of 7 days, each participant received the opposite formulation.
