gid	gname	uid	name	N	mean	median	std	cv	min	q005	q095	max	U	symbol	classification	unit
control	Control	[Cve_api]_aucinf	API AUC∞	1000	5.327623663422883e-05	4.129557856287382e-05	7.161534460296503e-05	1.344226790917017	1.8195647109278012e-05	2.3056445078345785e-05	0.0001200750892208257	0.0019790041646249824	3.39204203052893	<***>	high	mM*min
control	Control	[Cve_api]_cmax	API Cmax	1000	9.878990066636113e-08	7.739563353886611e-08	1.0261487018001679e-07	1.0387182241084902	1.3611746027833423e-08	3.972980324830355e-08	2.3380665441414918e-07	2.492160455226574e-06	3.2219755626935282	<***>	high	mM
control	Control	[Cve_api]_thalf	API Half-life	1000	284.2028885825352	278.9387660020206	38.71825602529022	0.13623456193002795	241.14949431526884	244.61062576545422	323.9338730222343	701.8608922456651	0.3656338120425117	<**>	medium	min
control	Control	[Cve_api]_vd	API Vd	1000	111234.54220072934	107967.75771243786	48251.32010457833	0.43378000349483126	2106.0536545331247	35986.048623744704	198495.45717156437	401061.08910601464	1.6657379525482907	<**>	medium	l
control	Control	[Cve_api]_cl	API CL	1000	0.2722006604829727	0.2635004463341406	0.11225466184417553	0.41239672837310226	0.005498418352415517	0.09062157873680339	0.4719458176212303	0.5980217550346032	1.6652345035792855	<**>	medium	mole/min/mM
control	Control	[Cve_api]_kel	API kel	1000	0.0024724913375194055	0.002484944232896681	0.0002601743564316308	0.10522761090546745	0.000987584845113909	0.002139779876313452	0.002833675700061914	0.0028743463988099988	0.3395312107966474	<**>	medium	1/min
control	Control	[Cve_m1]_aucinf	M1 AUC∞	1000	0.1585035680191402	0.15385025028791194	0.08198918387399783	0.5172702728313168	0.00023470899173956528	0.029580151061802118	0.3068205082153999	0.46966742995914773	2.1390950334379033	<***>	high	mM*min
control	Control	[Cve_m1]_cmax	M1 Cmax	1000	0.00018689338564014275	0.00018155048922929997	9.58313407731803e-05	0.5127594026131053	2.867964266519752e-07	3.313004987929488e-05	0.00035715874864046104	0.000519044788275294	2.068220173786795	<***>	high	mmole/l
control	Control	[Cve_m1]_thalf	M1 Half-life	1000	286.932412948255	283.10803904229635	35.12267707790693	0.12240749212338345	243.5300528391776	248.45215216738558	326.98846883908874	685.411074172368	0.29794748940432453	<*>	low	min
control	Control	[Cve_m7]_aucinf	M7 AUC∞	1000	0.16004066390831195	0.15536940991062936	0.083774506296872	0.523457627899287	0.000370273719541441	0.025225604714797716	0.3020172331070901	0.4621188755303178	2.140531188756669	<***>	high	mM*min
control	Control	[Cve_m7]_cmax	M7 Cmax	1000	0.00018828674508736037	0.0001831425231257008	9.66284972289708e-05	0.5131986172693016	4.369189546252155e-07	2.945661278349081e-05	0.00035879807112512035	0.0004538434995623842	2.0073902236447463	<***>	high	mmole/l
control	Control	[Cve_m7]_thalf	M7 Half-life	1000	286.9298745314074	283.057725176924	35.03273895351356	0.1220951251964489	243.31847194061203	248.37507401668282	326.74778924140674	682.5495222791178	0.29846807446601087	<*>	low	min
control	Control	PT_max	max PT	1000	12.50123972052646	12.500967524171543	0.0013275497153344882	0.00010619344521125475	12.500187462538229	12.500486117353683	12.502922019594887	12.531464181197657	0.00026658253554385987	<*>	low	s
control	Control	mPT_max	max mPT	1000	53.42255079008502	53.404380762517704	0.11620108583941771	0.0021751317397031536	53.40004761344416	53.40043408987176	53.45437659424022	55.34323365149258	0.002767032251279998	<*>	low	s
control	Control	aPTT_max	max aPTT	1000	28.410387414437093	28.40229610960147	0.056980435223620146	0.0020056197894247943	28.400020447742847	28.400242532998536	28.42997547332747	29.96978228996922	0.002766485483602948	<*>	low	s
control	Control	INR_max	max INR	1000	1.0903937851858858	1.090091612727368	0.002634032677454147	0.002415671029347538	1.0900010687598396	1.0900083703738421	1.090992604556015	1.1548943990903682	0.0018135789490261488	<*>	low	dimensionless
control	Control	Xa_inhibition_max	max Xa inhibition	1000	0.048809526865080485	0.037239306823223066	0.057038927639777165	1.168602346780464	2.0339519793694204e-05	0.0037415187695215434	0.12632330145823178	0.973469131055277	4.457387752892826	<***>	high	dimensionless
